Catalog Number,Drug Name,% inhibition,SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
5310940,eloxatine,22.40923708,N[C@@H]1CCCC[C@H]1N.O=C(O)C(=O)O.[Pt],9.738564814814815,9.738564814814815,0.0,-3.7770833333333345,0.4019577089412108,62.8,399.30399999999963,383.17599999999993,399.07579809200047,92,0,1.2666666666666666,1.6666666666666667,1.9333333333333333,2.6304454626263674,0.0,622.0038368924447,24.723614639131597,22.843648118872206,9.115856173964325,13.105495360961537,10.619061139355242,3.013710176427684,1.7721285526304875,1.7721285526304875,0.8152734644166455,0.8152734644166455,0.29930339887498947,0.29930339887498947,-0.4516883116883117,596227.2903407429,3.2765899603674455,8.824483560509332,8.536836805481366,125.1583220667849,21.65705033366697,5.6473683133128025,0.0,0.0,2.8623993144652684,11.938610575903697,0.0,9.589074368143644,0.0,0.0,12.745849802658759,12.745849802658759,46.80863755977264,0.0,60.22691168674422,11.938610575903697,2.8623993144652684,0.0,11.439433951452546,37.52748454201681,0.0,0.0,0.0,0.0,11.439433951452546,0.0,0.0,0.0,34.19201189481741,30.654341429514766,0.0,39.19928516701973,0.0,5.6473683133128025,2.8623993144652684,0.0,126.64,60.905529069373046,9.589074368143644,0.0,21.06526706137112,0.0,0.0,0.0,0.0,0.0,10.217616382214425,22.21735318948027,117.23657407407407,0.0,19.47712962962963,6.238796296296297,-1.6091666666666677,-3.0,-7.495833333333334,-15.01416666666667,0.0,0.0,0.75,15,6,6,1,0,1,0,0,0,6,4,7,2,1,0,1,1,-0.6318999999999979,49.69040000000001,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84029,clarithromycin,3.229722676,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,16.736704066713422,16.736704066713422,2.055469287980216,-8.388645360922146,0.2658294280815995,96.21153846153847,747.9640000000028,678.4120000000001,747.476891268002,304,0,0.9615384615384616,1.8076923076923077,2.423076923076923,0.6315893547377326,4.030308393982116,3829.760259126167,98.5102254006209,93.75444137153018,24.75444137153018,51.633834401243824,46.63629645974401,12.503303297888568,9.26649989901357,9.26649989901357,5.8804159215627,5.8804159215627,3.3983252402881123,3.3983252402881123,-1.3000000000000005,2.2342782381959187e+39,8.455505577315071,17.659166368284723,9.37792232192957,407.56889082962914,58.49318317187968,29.62434983819859,12.532156737073795,5.724798628930537,0.0,5.9693052879518484,9.589074368143644,0.0,0.0,0.0,27.407568469182717,74.1817812083267,111.31576459587411,69.42828634080394,152.2816539602369,11.752550234316788,5.724798628930537,4.899909730850477,23.575830741452314,178.0039666322487,28.02755871832967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.83339593083076,42.747115044743985,23.575830741452314,183.10992692933834,0.0,0.0,0.0,0.0,182.91,246.25981605719798,32.89820534808528,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,44.1195475334291,71.39962533950971,650.3663263127717,0.0,31.357370083400607,15.660941603483565,-21.399151178335917,-40.24310482042242,-6.408465293927821,-96.56004955043107,-73.5102344396129,-11.430299383592423,0.9473684210526315,52,4,14,0,3,3,0,0,0,14,4,14,26,0,3,3,3,2.439700000000004,191.0481999999994,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104903,tirilazad,29.56628085,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,16.412238199861296,16.412238199861296,0.7989431145665287,-6.2393378557576025,0.3868790579281535,78.52173913043478,624.8740000000022,572.4580000000002,624.4151749040016,246,0,1.0434782608695652,1.7608695652173914,2.4565217391304346,1.3410084683030765,1.5339635638212925,3716.063892843666,77.65181786940711,74.49977815392747,22.49977815392747,42.41525566762799,38.73595705446352,12.73595705446352,9.551940060088574,9.551940060088574,6.832023773128028,6.832023773128028,4.746137601790609,4.746137601790609,-3.0000000000000004,6.565274874211623e+29,7.290657439446367,11.604536489151874,5.047706986765158,347.5899486892459,14.69972919255143,11.635725555670057,11.566489892729878,5.948339280986494,0.0,0.0,14.48898409899412,0.0,9.967957041894415,0.0,36.95413678680102,93.03629834548788,125.52734513992957,21.575203802188362,80.8685192889951,29.15055472938643,0.0,14.867866772744893,34.40581168024587,71.53907556252207,73.17146635139494,41.396914751944095,0.0,0.0,14.69972919255143,17.58406483665655,0.0,0.0,84.90609382431828,9.589074368143644,34.40581168024587,142.8185204833733,41.396914751944095,0.0,0.0,0.0,72.88000000000001,254.56373280634395,37.69274253215711,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894415,38.38123957276617,471.530246951843,0.0,32.22736940136114,0.0,-15.697303463579319,-36.6135950308012,-11.64512795375448,-38.661139234562874,-60.64045067050662,0.0,0.6842105263157895,46,0,8,4,3,7,0,1,1,8,0,8,9,2,3,5,8,5.458300000000006,183.21499999999935,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281078,mycophenolate mofetil,19.72927189,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,13.43818359010816,13.43818359010816,1.0887860490785002,-4.844046858157612,0.46901748000616883,43.354838709677416,433.50099999999964,402.2530000000002,433.2100523320008,170,0,1.4516129032258065,2.3225806451612905,3.064516129032258,3.226481964667795,2.421625989569472,2001.6404230523142,49.38638686701862,45.804951628747,14.804951628747,26.893335716192045,23.07443428126505,7.666185990801185,5.095480221772054,5.095480221772054,3.280419040726181,3.280419040726181,2.022411755815071,2.022411755815071,-2.58,534323395436.3909,5.664210050619015,10.63632866459004,5.566117618645093,225.9062020288404,24.056260006307408,30.180445644097382,0.0,0.0,1.4311996572326342,11.938610575903697,9.694446914922299,4.794537184071822,0.0,0.0,11.625176276104833,32.013085528947116,61.66406094873522,36.605025618757814,74.76809105955769,11.938610575903697,1.4311996572326342,4.899909730850477,0.0,39.381544181495784,46.20548724057928,33.87898224289282,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,69.5840153956733,31.937036189717638,6.851892117295679,87.7688417559208,11.625176276104833,0.0,0.0,0.0,94.53000000000002,147.8035576382899,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31939705250736,47.29081929613931,267.65186080388656,0.0,25.27549790385502,4.276803041809199,-9.009847044129668,-8.562388387916952,-2.43407916160419,-14.06318344262101,-37.814394516218286,-3.903602530393978,0.5652173913043478,31,1,8,0,2,2,1,0,1,8,1,8,13,0,1,1,3,2.52402,113.42830000000006,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6021,inosine,22.90752239,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,12.186776626552058,12.186776626552058,0.010699000674649906,-3.744755645313681,0.4822946675996651,56.21052631578947,268.22899999999976,256.133,268.0807694840003,102,0,1.6842105263157894,2.5789473684210527,3.3684210526315788,3.1168461956187774,2.4611626137089595,1111.6059113159165,23.78409257144667,20.830095834319145,8.830095834319147,14.120156669734783,10.409164518032949,4.7372060511414,3.3448356984945877,3.3448356984945877,2.2966587017490165,2.2966587017490165,1.4659790516246867,1.4659790516246867,-1.8100000000000003,3928448.010188342,4.6316829655676965,4.3842388535215,1.7476128588760207,122.84550491490761,25.040290797350938,20.981571193190405,18.779672826648742,4.293598971697903,5.559266895052007,0.0,9.361636831863176,9.967957041894415,0.0,0.0,0.0,0.0,0.0,27.39028000787006,32.44119805481164,11.16387793838399,4.293598971697903,19.51205995991502,0.0,24.44400689078652,6.558985242916288,22.960547507056283,0.0,0.0,5.559266895052007,0.0,0.0,0.0,63.93112282870081,4.736862953800049,0.0,17.170021259298313,17.40128061200428,1.4118420783282006,11.16387793838399,0.0,133.49,60.33288039507125,4.794537184071822,0.0,9.544102918020606,0.0,0.0,0.0,0.0,0.0,25.29438161521605,21.408372453187916,97.99660402414078,0.0,19.142609025474282,11.880781714494287,-2.887662181384899,0.0,0.0,-16.872324472999075,-3.6766747763920398,0.0,0.5,19,4,9,0,1,1,0,2,2,8,4,9,5,0,1,1,3,-2.2689,61.158100000000026,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12035,acetylcysteine,9.311060638,CC(=O)N[C@@H](CS)C(=O)O,11.343970616024187,11.343970616024187,0.45179421768707484,-3.5072916666666663,0.49154271343709494,30.6,163.19800000000006,154.12599999999998,163.030314148,58,0,2.4,3.2,3.7,2.3276960258006443,5.776256317071389,373.35680594766774,15.646264369941973,13.580206757355409,5.396703338283136,8.357424788116882,6.277420352855368,2.421958466891547,1.155082312214682,1.3592064574466134,0.5033723930714883,0.6967215586049817,0.21167723225107105,0.3406541120431682,-0.71,5546.899629482935,2.1356731542786758,4.160819131484329,3.341930325442243,76.49158354438943,10.418621544395588,7.141691641381833,1.4118420783282006,5.907179729351506,1.4311996572326342,5.9693052879518484,4.794537184071822,4.794537184071822,12.53269603815698,0.0,0.0,0.0,19.410641783296935,1.3707585561702202,24.334275974600374,24.409181055460333,2.5549988302648226,5.309813353288375,0.0,12.869784585645323,5.704956885150159,0.0,0.0,0.0,5.309813353288375,0.0,0.0,12.53269603815698,29.831941734942557,9.589074368143644,0.0,15.076443454316998,0.0,1.4118420783282006,1.4311996572326342,0.0,66.4,48.29373587954419,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,12.191392245614344,62.69237906273621,-0.45179421768707484,22.624683484504914,2.6391586356764924,-3.1867129629629636,-4.004004629629629,-3.5072916666666663,0.0,-3.3897510393046124,0.0,0.6,10,2,4,0,0,0,0,0,0,4,3,5,5,0,0,0,0,-0.4945,39.093500000000006,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16683018,aluminum lactate,7.851319548,CC(O)C(=O)O[Al](OC(=O)C(C)O)OC(=O)C(C)O,12.133208538044848,12.133208538044848,2.396038044847569,-5.112800925925926,0.46293713432712424,33.1578947368421,294.1919999999997,279.072,294.0531456900004,108,0,0.9473684210526315,1.263157894736842,1.4736842105263157,2.6796334328767384,6.313065940447768,670.0670354449979,27.55204176387779,23.751584883364394,9.906285421743647,14.979546469475961,11.268968959665521,5.458437650647027,2.491973396579676,3.7764304469558505,1.1659756150367535,2.3855544094144667,0.4949146124408893,1.4847438373226685,-1.1775324675324679,3374944.7160395943,4.980575474315108,8.085612597078969,7.095867843365798,134.96288598854215,26.691971472202592,18.240054080849966,0.0,4.293598971697903,0.0,33.057401925392604,14.383611552215466,0.0,0.0,0.0,0.0,20.555676351887037,12.33682700553198,4.1122756685106605,57.524685698460736,33.057401925392604,4.293598971697903,0.0,0.0,38.795730432737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.91747955126212,25.74915845109642,0.0,37.004779025929686,0.0,0.0,0.0,0.0,139.59,71.8531323581296,14.383611552215466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.691971472202592,20.742701645740542,118.5360683578987,-5.112800925925926,36.39962561413454,10.5531356292517,0.0,-7.188114134542708,0.0,-11.627762188208624,-11.28237457482993,0.0,0.6666666666666666,19,3,9,0,0,0,0,0,0,9,3,10,12,0,0,0,0,-2.256699999999999,59.07240000000003,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5904,penicillin g,-1.171555283,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,13.297539360658044,13.297539360658044,0.35892215722121934,-3.9402714838704753,0.7977632704521287,50.43478260869565,334.3969999999997,316.25300000000004,334.0987280560005,122,0,1.608695652173913,2.347826086956522,3.0,3.0751155223671565,2.264244738541208,1324.3100482938328,32.265066523458984,28.935668643319232,11.752165224246957,18.20600688437395,14.698240746105306,6.659275441069211,4.255590653254493,5.458785565249205,2.756816565126147,3.825624465409576,1.8700133754596564,2.9264460070472613,-2.02,159525184.8568022,4.98715129402837,5.559882097428595,2.692385835603269,163.2149637812947,15.318531275246063,17.385709388869714,1.4118420783282006,11.814359458703011,1.4311996572326342,5.9693052879518484,9.589074368143644,4.794537184071822,0.0,11.761884949391115,30.212093538316473,19.267235726288355,15.713090902579317,17.338993350691137,42.83639872037442,29.545549696045974,1.4311996572326342,10.20972308413885,0.0,42.209440978008004,0.0,35.77554503001347,0.0,0.0,5.309813353288375,0.0,0.0,11.761884949391115,49.92511451069982,20.756536453544843,0.0,41.19937262501189,30.212093538316473,1.4118420783282006,1.4311996572326342,0.0,86.71000000000001,112.84034905735588,14.383611552215466,0.0,4.899909730850477,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,24.775178634284355,139.47019259339376,-0.6568591019970891,38.81031832495177,-0.6480844287422434,-1.3166330701625613,-6.610879811044524,-13.313248421374237,-3.770929783950618,-7.880542967740951,0.0,0.4375,23,2,6,0,2,2,1,0,1,5,2,7,6,0,2,2,3,0.8607999999999998,85.80450000000005,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7814,p-phenylenediamine,9.612768101,Nc1ccc(N)cc1,7.431574074074074,7.431574074074074,0.025041572184429484,-0.6199074074074071,0.4839273658917496,22.0,108.14399999999995,100.07999999999998,108.06874825599999,42,0,1.125,1.5,1.75,2.140020892483553,3.6311816001118857,349.47494178170473,12.618802153517006,11.894427190999917,3.8944271909999157,7.285468820183674,5.73606797749979,1.9472135954999579,1.1972135954999579,1.1972135954999579,0.5986067977499789,0.5986067977499789,0.29930339887498947,0.29930339887498947,-1.1800000000000002,2268.422146032566,1.0518018652985626,1.7381205361963379,0.9041418956093399,59.583175043818265,11.439433951452546,0.0,5.6473683133128025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.16967483065318,11.374772549367124,5.483034224680881,11.130402537993682,11.374772549367124,0.0,0.0,0.0,0.0,11.439433951452546,24.16967483065318,0.0,0.0,11.439433951452546,11.374772549367124,0.0,0.0,0.0,0.0,0.0,5.483034224680881,24.16967483065318,5.6473683133128025,0.0,0.0,52.04,35.5444473800203,0.0,0.0,11.439433951452546,0.0,0.0,0.0,0.0,0.0,0.0,11.130402537993682,57.556379440665154,0.0,0.0,0.0,-1.076749811035525,0.0,-2.4796296296296285,0.0,0.0,0.0,0.0,8,4,2,0,0,0,1,0,1,2,2,2,2,0,0,0,1,0.8510000000000002,35.2668,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72370,salinomycin,-3.947056956,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,17.1404251480917,17.1404251480917,3.347101917172738,-7.3164381062325425,0.1685426951538735,91.09433962264151,751.0110000000029,680.4510000000002,750.491813060002,304,0,1.0377358490566038,1.9433962264150944,2.641509433962264,1.532495236925218,2.3682007261999303,4180.881906140389,99.67336210743743,95.4907311951025,25.490731195102494,52.6689795759885,48.14897948556635,13.515986323710905,10.151296686790726,10.151296686790726,6.826381729660192,6.826381729660192,4.197298352217274,4.197298352217274,-1.44,7.015810354612812e+41,8.360349344144986,16.197879167004924,7.937192563859594,415.7454403189235,44.11954753342909,11.863262973314928,5.7871111525705965,10.0807101242685,1.4311996572326342,5.9693052879518484,9.589074368143644,0.0,0.0,0.0,54.81513693836543,94.95216720935306,108.08199334448418,65.91299447456237,144.17868660880706,11.752550234316788,5.724798628930537,0.0,41.257703797541545,197.58462030200909,0.0,12.104143492071133,0.0,0.0,0.0,0.0,0.0,0.0,101.81783208620205,33.27338913714389,41.257703797541545,222.71823489348486,12.104143492071133,0.0,1.4311996572326342,0.0,161.20999999999998,262.69901782593865,39.063501088327335,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,20.43523276442885,85.61021420090981,652.0649099767257,0.0,31.03526949433904,15.605675360064065,-11.990571188547039,-68.17898366005025,-6.813991370193475,-105.0113391003964,-57.044302845274956,0.0,0.9047619047619048,53,4,11,0,5,5,0,0,0,11,4,11,25,0,4,4,5,6.188000000000006,198.64419999999927,1,3,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4493,nilutamide,15.79530312,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,13.464918863378685,13.464918863378685,0.6315353363567655,-5.712945601851856,0.5149371381813627,25.772727272727273,317.22299999999984,307.14300000000003,317.06234046000026,118,0,1.4545454545454546,2.090909090909091,2.5454545454545454,2.765241900925852,3.02787598231535,1025.3220968350265,25.350852961085884,20.108527367383008,10.108527367383008,14.151494223968113,10.129197753647647,5.181984158147689,3.9474329919961075,3.9474329919961075,2.436398082960441,2.436398082960441,1.5307589050407295,1.5307589050407295,-2.6499999999999995,2325723.2922250936,7.073522115679512,4.681462447745509,2.4680661151087757,135.50530827144127,5.309813353288375,11.102376744080342,1.4118420783282006,0.0,11.594566004035068,12.207413029781547,14.908855452837393,9.694446914922299,13.171245143024459,0.0,0.0,25.78862164991795,14.266970044684614,14.722972992011892,41.432299643845965,23.313066791056702,0.0,5.309813353288375,0.0,25.419008004418178,4.899909730850477,33.80502588345245,0.0,0.0,10.20972308413885,29.340554876463408,0.0,0.0,22.400530542890593,10.970835701515297,10.114318268765572,31.60406273182033,18.127256122989884,1.4118420783282006,0.0,0.0,92.55000000000001,87.5558165431183,32.87463777993368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.74866908386018,115.57679280500845,0.0,34.147427325134984,10.244459834898146,-10.138302390400607,-2.290854119425549,-7.610909391534391,-5.712945601851856,-7.8823351284958445,0.0,0.3333333333333333,22,1,7,0,1,1,1,0,1,4,1,10,4,0,1,1,2,2.4484000000000004,68.1951,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4828,pindolol,4.753029272,CC(C)NCC(O)COc1cccc2[nH]ccc12,8.25072515117158,8.25072515117158,0.1952000319756002,-4.2966299366969025,0.7315916457547719,34.72222222222222,248.32600000000016,228.16599999999997,248.15247788,98,0,1.7777777777777777,2.7222222222222223,3.5555555555555554,3.003159165265552,2.828867355039259,1219.7346020934922,30.187716254269354,28.710923771927643,8.710923771927643,16.774597339687297,14.309475108159491,4.506799626695711,2.881799626695711,2.881799626695711,1.6844461610937533,1.6844461610937533,1.0227502124698655,1.0227502124698655,-1.52,35291180.463061675,2.81125315358515,5.887242090843924,3.2439068615073854,135.2717154498972,20.132487768424888,19.80035718147838,1.4118420783282006,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,19.746202942254655,18.127256122989884,41.927399301093416,10.96606844936176,35.9722507564574,10.902924932081056,1.4311996572326342,10.286816623517627,0.0,25.80169472989099,13.055844927232233,30.34257004146794,0.0,5.749511833283905,10.046676307088424,0.0,5.749511833283905,0.0,36.67076654110097,0.0,0.0,37.006679689485104,30.34257004146794,2.8236841566564013,10.902924932081056,0.0,57.279999999999994,91.16235981724449,0.0,0.0,4.977003270229252,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,32.29464222258282,160.84311220509656,0.0,0.1952000319756002,2.0814203698454694,-0.6719631140130777,-1.1664026675485009,-8.004723846596592,-5.124537973183356,-16.31877167224278,0.0,0.42857142857142855,18,3,4,0,0,0,1,1,2,3,3,4,9,0,0,0,2,1.9055999999999995,72.93920000000004,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
