Catalog Number,Drug Name,% inhibition,SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
222786,cortisone,10.10851538,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,15.157320562484248,15.157320562484248,2.2931310199891106,-5.609596206538175,0.7856923773821717,87.38461538461539,360.44999999999953,332.22600000000006,360.1936739960007,142,0,1.4615384615384615,2.3461538461538463,3.076923076923077,3.0897577705710155,2.6564127823324815,1776.4160413778993,43.30096490832123,40.54124145231931,12.541241452319316,23.3681140291485,20.837117307087382,7.020620726159658,5.770620726159658,5.770620726159658,4.37173680533711,4.37173680533711,3.056659214567151,3.056659214567151,-1.3300000000000003,25538717592.37593,4.459880505580094,5.58503239376501,2.0724999742533408,192.910713994937,10.217616382214425,17.943281000264918,11.566489892729878,2.8623993144652684,0.0,0.0,14.383611552215466,0.0,0.0,0.0,19.276888764660626,55.119602092805394,55.582244749333725,4.1122756685106605,60.24095039485567,17.34973483909482,2.8623993144652684,0.0,28.51185399488279,63.91530935488069,6.558985242916288,11.625176276104833,0.0,0.0,0.0,0.0,0.0,0.0,42.58978658967448,14.383611552215466,28.51185399488279,93.95398100432266,11.625176276104833,0.0,0.0,0.0,91.67,127.96105970787947,13.701350036654302,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,10.217616382214425,34.389846106380325,242.52753397155283,0.0,42.49506893499958,7.731402543917285,-18.464772347478434,-25.635932635855198,-2.2931310199891106,-35.38319693024263,-14.643639183571096,0.0,0.7619047619047619,26,2,5,4,0,4,0,0,0,5,2,5,6,3,0,3,4,1.9898000000000002,94.14260000000004,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20469,beclomethasone,19.24778091,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,14.560107423657655,14.560107423657655,2.00772191190143,-5.710453711577225,0.6084933991367777,88.17857142857143,408.9219999999996,379.69000000000017,408.17035170800074,154,0,1.5714285714285714,2.4642857142857144,3.142857142857143,3.171089746737528,2.7647301106462776,1886.0519486945693,45.585421958697395,42.41920592532854,14.175134871346998,24.845440867594988,21.68434783405586,7.837567435673499,6.304094080916578,6.87104079043042,4.932317033892536,5.576415418387421,3.4350341896626797,3.765753103545752,-1.0100000000000002,108754063538.31697,5.2391236831467225,6.004808431689389,2.0882150569274196,211.0136717144783,15.326424573321638,12.160036053899976,11.566489892729878,4.293598971697903,0.0,0.0,9.589074368143644,0.0,0.0,11.600939890232516,32.18085262799187,55.27771615347788,38.24515206219797,19.178741655412416,60.55522140189106,23.167429782962394,4.293598971697903,0.0,28.51185399488279,62.60261708657933,6.558985242916288,23.729319768175966,0.0,0.0,0.0,0.0,0.0,11.600939890232516,54.30073981004049,9.589074368143644,28.51185399488279,81.68709841763027,23.729319768175966,0.0,0.0,0.0,94.83,132.96926598528427,23.29665992984584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.326424573321638,37.82667576065394,254.63200587292735,6.979468865478289,22.483850462373063,12.22695741771568,-18.32823760163565,-22.027115230066755,-6.370944406248112,-26.300988166099792,-19.683886103333034,0.0,0.7272727272727273,28,3,5,4,0,4,0,0,0,5,3,6,8,3,0,3,4,2.1650000000000005,104.68940000000005,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5709,xylometazoline,27.72670116,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,8.618978528911564,8.618978528911564,0.44608926209372646,-4.256182681405896,0.8488884472652752,45.55555555555556,244.3820000000002,220.18999999999997,244.19394876799998,98,0,1.5,2.2222222222222223,2.7222222222222223,2.8416710816085304,3.479285966041199,1191.0382750466151,33.825908934703556,32.89442719099992,8.894427190999917,18.059236629528225,16.591640786499873,4.644427190999917,3.3958203932499376,3.3958203932499376,1.9854101966249689,1.9854101966249689,1.1923567977499785,1.1923567977499785,-1.31,85957594.88073318,2.363950800552411,4.753017218495077,2.7414745192984147,144.29752641566773,5.309813353288375,5.835619785757269,1.4118420783282006,0.0,0.0,0.0,4.992404732635668,0.0,0.0,0.0,32.64051376721363,41.37258067077612,36.17268004053907,14.721411021337264,32.93928887024325,5.835619785757269,0.0,5.309813353288375,4.992404732635668,46.04737595720455,12.99371936863189,34.33864338211457,0.0,0.0,5.309813353288375,0.0,0.0,0.0,18.82933915438916,11.787915370726157,13.703784234591359,74.3369291105901,17.07724214796226,1.4118420783282006,0.0,0.0,24.39,104.52517184699667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.992404732635668,32.93928887024325,192.6220391005282,0.0,3.175524022108843,-0.44608926209372646,-11.303339684639287,-1.5474283116024192,-3.6733371126228276,-3.8341724537037045,-27.076529631308457,0.0,0.5625,18,1,2,0,1,1,1,0,1,2,1,2,4,0,0,0,2,3.1451400000000014,78.62470000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610479,tolfenamic acid,14.2235842,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,12.042649277560818,12.042649277560818,0.05307870370370371,-3.0910165107709764,0.8748545232166112,20.055555555555557,261.7079999999999,249.61199999999994,261.05565630400014,92,0,1.3888888888888888,2.1666666666666665,2.9444444444444446,2.6717110814222607,3.0597153815798124,1055.1740844714857,23.290010549841313,20.64167464943691,9.397603595455365,13.677532898141484,10.399906008432257,4.922408595477663,3.0354567094448264,3.4134211824540532,1.9048778169853393,2.18835117174226,1.1073919306315594,1.244140761620292,-1.9999999999999996,1668643.873013087,4.280618311533888,5.104166666666667,2.4620187304890737,127.03163870946301,10.418621544395588,0.0,1.4118420783282006,0.0,1.4311996572326342,5.9693052879518484,0.0,4.794537184071822,0.0,0.0,29.7281960132224,36.58501843964585,14.822295256935547,20.846147659572097,25.02277301520943,28.945017727551487,1.4311996572326342,0.0,0.0,6.851892117295679,5.309813353288375,58.446467250778376,0.0,0.0,5.309813353288375,11.374772549367124,0.0,11.600939890232516,11.078113479059061,0.0,6.851892117295679,29.62902572916801,42.29693095364306,6.434475392069527,1.4311996572326342,0.0,49.33,82.64243720539304,4.794537184071822,0.0,5.309813353288375,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,28.151567187495548,93.02700272598751,5.915569710394444,12.042649277560818,3.0873258071232605,-3.640951751070798,-1.564333480305702,-6.248468001140785,0.0,-3.0910165107709764,0.0,0.07142857142857142,18,2,3,0,0,0,2,0,2,3,2,4,4,0,0,0,2,4.090220000000002,72.87300000000003,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5743,dexamethasone,30.0442773,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,19.92038229875283,19.92038229875283,2.163277467456986,-6.1984983229402895,0.667213496992105,88.17857142857143,392.4669999999996,363.2350000000001,392.19990224800074,154,0,1.5714285714285714,2.4642857142857144,3.142857142857143,3.171089746737528,2.7647301106462776,1886.0519486945693,45.585421958697395,42.41920592532854,13.419205925328543,24.845440867594988,21.68434783405586,7.459602962664271,6.304094080916578,6.304094080916578,4.932317033892536,4.932317033892536,3.4350341896626797,3.4350341896626797,-1.3700000000000003,108754063538.31697,5.088954764176015,5.832747547893353,2.0142638085946416,204.87594089052288,15.326424573321638,12.160036053899976,17.235249711475557,4.293598971697903,0.0,0.0,9.589074368143644,4.39041504767482,0.0,0.0,25.32896051069619,56.23565058541048,44.13910974756106,14.304569363971307,64.9456364495659,11.566489892729878,4.293598971697903,0.0,28.51185399488279,63.3972046138839,6.558985242916288,23.729319768175966,0.0,0.0,0.0,4.39041504767482,0.0,0.0,55.095327337345054,9.589074368143644,28.51185399488279,81.68709841763027,23.729319768175966,0.0,0.0,0.0,94.83,133.76385351258884,20.555142817505402,4.39041504767482,0.0,0.0,0.0,0.0,0.0,0.0,15.326424573321638,28.967252982761863,271.1671466470868,0.0,27.56999759483716,11.856525808858146,-25.465470492477174,-22.99768401313554,-6.925111072914779,-27.53030915375411,-20.17509531850058,0.0,0.7272727272727273,28,3,5,4,0,4,0,0,0,5,3,6,8,3,0,3,4,1.8957000000000002,99.94440000000004,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6083,amp,-2.483691344,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,12.098577785358955,12.098577785358955,0.09011715797430142,-5.490200787804579,0.39017854457244017,50.26086956521739,347.2239999999998,333.1120000000001,347.0630844180003,126,0,1.565217391304348,2.4347826086956523,3.1739130434782608,3.2246972633623296,2.386038167140539,1251.2956381786014,28.40541291500631,24.541019606246792,11.435446797246705,16.871086870295546,12.01440579985504,6.947578933680112,3.901790620253571,4.978791997088542,2.4676892172947533,2.7825831079622607,1.5718193696677203,1.7665341146264706,-1.6600000000000004,53680232.5654983,6.332098836126804,5.760949153548598,3.052763103574016,148.4359310587557,30.465581109778704,32.801643624772886,20.492676965195706,5.724798628930537,0.0,7.822697123132171,9.090846809503173,19.516983847772952,0.0,0.0,0.0,0.0,0.0,21.086908293903832,47.62441218671376,24.804437839351188,5.724798628930537,19.51903521063298,0.0,24.44400689078652,12.278702218642561,12.606743427932454,0.0,0.0,5.719716975726273,5.817862777835028,0.0,7.822697123132171,70.05187434358217,13.825658400443196,0.0,17.170021259298313,12.606743427932454,2.8236841566564013,11.16387793838399,0.0,186.07,68.41417340098644,4.565048284931329,0.0,10.286816623517627,0.0,0.0,0.0,0.0,0.0,39.48468390480583,24.25141418874875,130.2712816826218,0.0,17.67238012200721,8.200600907029479,-1.615266647970119,-0.7249766762701924,0.0,-17.78556203309811,-4.139367677626608,-5.490200787804579,0.5,23,6,12,0,1,1,0,2,2,12,5,13,9,0,1,1,3,-1.8630000000000009,73.6551,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5754,hydrocortisone,13.43884361,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,14.275391493310412,14.275391493310412,2.3398619345771676,-5.728924910241878,0.6960164410604959,94.07692307692308,362.4659999999995,332.22600000000006,362.20932406000077,144,0,1.5,2.423076923076923,3.1538461538461537,3.1254114861291113,2.733199931824074,1799.1373014055264,44.93072142031815,42.54124145231931,12.541241452319316,24.27407366254907,21.74536559755125,7.020620726159658,5.770620726159658,5.770620726159658,4.37173680533711,4.37173680533711,3.056659214567151,3.056659214567151,-1.0400000000000003,61401865798.17158,4.265416600582682,5.727622740292945,2.138229150219643,196.4400369055521,15.326424573321638,12.160036053899976,11.566489892729878,4.293598971697903,0.0,0.0,9.589074368143644,0.0,0.0,0.0,19.276888764660626,67.38648467949785,43.315362162641236,11.563052251630868,61.92597995806128,11.566489892729878,4.293598971697903,0.0,28.51185399488279,69.99532738183069,6.558985242916288,11.625176276104833,0.0,0.0,0.0,0.0,0.0,0.0,49.42656751859938,9.589074368143644,28.51185399488279,95.32473956049287,11.625176276104833,0.0,0.0,0.0,94.83,128.2578327884645,17.813625705164963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.326424573321638,33.07952865127252,263.13507932302684,0.0,27.61194960393383,11.988258883675408,-18.8514390141451,-22.732342783247493,-2.3398619345771676,-41.52296651168633,-14.872010900313352,0.0,0.8095238095238095,26,3,5,4,0,4,0,0,0,5,3,5,7,3,0,3,4,1.7815999999999996,95.14240000000004,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,anisindione,5.58562156,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,13.040115819475934,13.040115819475934,0.7864080740320818,-3.1324942129629623,0.7717726415372386,25.894736842105264,252.26900000000006,240.17299999999994,252.078644244,94,0,1.0526315789473684,1.631578947368421,2.1578947368421053,2.873627384438791,2.363441593755717,1108.0724869842174,23.790010549841313,21.22474487139159,9.22474487139159,14.067996443404502,11.066496580927726,5.066496580927726,3.5894345083117605,3.5894345083117605,2.5498724356957947,2.5498724356957947,1.7103316237971964,1.7103316237971964,-2.4199999999999995,3287444.095934899,4.303724581782936,4.354055670865322,1.7447889729042254,127.23867006122633,4.736862953800049,11.643469518646985,11.566489892729878,0.0,0.0,0.0,9.589074368143644,0.0,0.0,0.0,36.25451224597977,17.648288907023584,11.126902983393991,23.487055132925224,30.775039995986326,11.566489892729878,0.0,0.0,0.0,5.893957685363079,7.037952458882589,65.02970413639734,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,18.604442351612466,0.0,0.0,48.62248920264039,48.33934966130636,0.0,0.0,0.0,43.370000000000005,95.27761600665681,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,16.44910267404264,97.6046626554662,0.0,26.080231638951865,0.0,-2.5835077580414882,-6.982875160094901,-7.655392524676433,0.0,0.0,-3.129785518271947,0.125,19,0,3,1,0,1,2,0,2,3,0,3,3,0,0,0,3,2.8580000000000005,70.83800000000002,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54675776,tetracycline,41.13959372,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,15.312742189468377,15.312742189468377,1.0586125572368328,-5.178783186885867,0.3315189639302198,54.28125,444.4399999999998,420.2480000000003,444.15326572800063,170,0,1.375,2.25,2.875,3.0608609993937668,2.6205770464407827,1966.18192607924,43.69578794377713,39.160413514710825,15.160413514710822,25.228922122119712,19.7130889961746,8.27742035285537,6.747162720638883,6.747162720638883,5.060961191353068,5.060961191353068,3.640294084188305,3.640294084188305,-3.21,153908323590.23633,7.143417536590318,6.644026762190543,2.4784840440451297,216.69799341235432,31.263757931262333,22.840946106665523,14.20797991400503,8.645644260830208,10.200778701049408,0.0,19.28352128306594,0.0,0.0,0.0,12.08483741532659,38.782341018549836,35.18088113100829,22.66542899571121,66.05423211930172,23.23283449373756,7.155998286163171,4.899909730850477,17.507632346452432,30.444811108942083,13.951653800564491,46.15953303817859,0.0,5.749511833283905,5.719716975726273,0.0,5.749511833283905,0.0,77.78181636006367,19.984662363199156,11.787915370726157,47.65461545691282,35.03263005478459,2.8236841566564013,8.621564186121445,0.0,181.61999999999998,141.94588635200958,16.442867148994743,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,25.54404095553606,26.428785116862212,200.77666472807917,0.0,41.905639524179136,22.09413550661566,-17.904154548756683,-23.383448368168562,-9.48919604124783,-5.107540627362056,-13.475433506672243,0.0,0.4090909090909091,32,7,10,3,0,3,1,0,1,9,6,10,10,1,0,1,4,-0.3709999999999982,110.11140000000003,0,4,2,0,0,0,0,1,0,0,3,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5311217,lacidipine,15.07662617,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,14.279597073324812,14.279597073324812,0.8849915957957211,-4.7670091647770185,0.3700735420849879,34.90909090909091,455.55099999999965,422.28700000000026,455.23078777600085,178,0,1.1515151515151516,1.7575757575757576,2.303030303030303,3.058764561401116,3.7134578941915013,2131.139626939602,52.85892465059366,48.89670333828314,15.896703338283137,28.752283408041738,24.481544498087302,8.034330902587342,5.487886010998468,5.487886010998468,3.36577224904365,3.36577224904365,2.299486391904956,2.299486391904956,-3.349999999999999,2424540784214.4204,6.007269755740257,10.986819031687295,6.570353189335544,241.4527524673832,19.520402214688524,5.601050810983688,1.4118420783282006,0.0,0.0,17.907915863855546,0.0,14.383611552215466,0.0,0.0,24.16967483065318,65.1422195504993,47.6028386078921,43.86572279303641,73.87031628939089,23.95998760989111,0.0,5.309813353288375,0.0,59.45825331741651,13.117970485832576,63.88893724633294,0.0,0.0,5.309813353288375,0.0,0.0,0.0,36.62693716067181,28.59420041361561,0.0,108.84837928727373,52.76203426293894,1.4118420783282006,6.052071746035566,0.0,90.92999999999999,165.7349620127615,15.754370108385686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.210588861400147,43.905357319605045,277.66147331800124,0.0,42.13117949366418,-0.8849915957957211,-18.075050128188874,-13.215124340663202,-11.720358907675152,0.0,-38.64712783934242,0.0,0.4230769230769231,33,1,7,0,1,1,1,0,1,7,1,7,11,0,0,0,2,4.402500000000004,125.86370000000007,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548943,capsaicin,22.97236099,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,13.249690922703637,13.249690922703637,1.1040414152345983,-4.680738667814337,0.5388605597174689,35.18181818181818,305.4179999999995,278.202,305.19909372400076,122,0,1.7272727272727273,2.6363636363636362,3.409090909090909,2.9098719732048166,3.9645673806433344,1455.044409036062,39.687716254269354,37.671958466891546,10.671958466891546,21.27865097667566,18.619172062391506,5.263710176427685,3.164069725238291,3.164069725238291,1.6615359644687846,1.6615359644687846,0.8809351998258785,0.8809351998258785,-1.9699999999999995,1835576548.9281125,3.279507046434004,9.874350582736595,7.1570315426235425,170.8191991203231,15.155484498195637,0.0,12.910865744896011,5.907179729351506,1.4311996572326342,0.0,4.794537184071822,0.0,0.0,0.0,31.850346434325786,42.661021296374805,33.431162928198624,20.745538020584785,50.32101431156282,5.907179729351506,1.4311996572326342,5.309813353288375,5.893957685363079,45.69234352422482,7.037952458882589,35.79485110675801,0.0,11.49902366656781,10.046676307088424,0.0,11.49902366656781,0.0,19.48514003657394,11.291396868387768,5.893957685363079,79.02789923586137,30.231399615061015,1.4118420783282006,0.0,0.0,58.56,117.13512152443617,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84567114490726,37.11200563981634,214.77735756094106,0.0,13.249690922703637,2.9219141767714456,-1.5769041200634446,-9.428978242121104,-8.79526345279495,-18.38897208206506,-12.044895348114355,-3.4639494152572805,0.5,22,2,4,0,0,0,1,0,1,3,2,4,13,0,0,0,1,3.789600000000003,88.95150000000004,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4595,ondansetron,104.1135825,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,14.188694255479966,14.188694255479966,0.04494556773326597,-4.093500212585036,0.7280085381147323,40.18181818181818,293.3699999999996,274.21799999999996,293.1528122280005,112,0,1.5909090909090908,2.5,3.3636363636363638,3.350834351295281,2.285868237515411,1641.845261972669,31.790010549841313,29.74988907696374,10.749889076963738,18.217990804895837,15.492978527231763,5.992978527231764,4.342978527231763,4.342978527231763,3.1207649317318045,3.1207649317318045,2.141784509512139,2.141784509512139,-2.36,251055795.20913762,3.935608209426944,4.833784702035854,1.8316089521630117,155.63279890394114,9.13419929558271,5.824404497999927,5.783244946364939,0.0,0.0,0.0,4.794537184071822,4.983978520947208,0.0,0.0,18.127256122989884,25.640160627617732,68.95108322808973,10.96606844936176,30.838949751305996,16.686169878445995,0.0,14.118177816529919,12.869784585645323,26.094601604270384,0.0,53.597249236828084,0.0,0.0,0.0,0.0,0.0,0.0,19.901422762894857,19.84561148592757,12.745849802658757,54.29365863718081,36.5154652522827,0.0,10.902924932081056,0.0,39.82,109.2478053051898,4.794537184071822,0.0,9.13419929558271,0.0,0.0,0.0,0.0,0.0,4.983978520947208,26.044412567234176,156.04733861898114,0.0,17.49905644997005,-0.923260673868312,-3.4613864612202896,-7.415075832298282,-4.07862460313556,-10.304123266654384,-10.86392423177439,0.0,0.3333333333333333,22,0,4,1,0,1,1,2,3,4,0,4,4,0,0,0,4,3.1285200000000017,86.02450000000005,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
